year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Total Employment in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Real GDP (Biillion),Nominal GDP
1986,Mississippi,0,0,3.35,7.91,3.35,7.91,109.6,1868583.333,1150779.167,1019472.167,131307,11.425,4579.6,8832.6
1986,Missouri,0,0,3.35,7.91,3.35,7.91,109.6,3821750,2505699.5,2345310.167,160389.3333,6.391666667,4579.6,8832.6
1986,Montana,2,4.72,3.35,7.91,3.35,7.91,109.6,600333.3333,404264.75,372071.4167,32193.33333,7.95,4579.6,8832.6
1986,Nebraska,1.6,3.78,3.35,7.91,3.35,7.91,109.6,1178500,813552.9167,774300.6667,39252.25,4.833333333,4579.6,8832.6
1986,Nevada,2.75,6.49,3.35,7.91,3.35,7.91,109.6,736750,532672.5,498785.9167,33886.58333,6.383333333,4579.6,8832.6
1986,New Hampshire,3.35,7.91,3.35,7.91,3.35,7.91,109.6,779250,559613.8333,544788.5833,14825.25,2.658333333,4579.6,8832.6
1986,New Jersey,3.35,7.91,3.35,7.91,3.35,7.91,109.6,5947750,3898560.583,3702643.167,195917.4167,5.033333333,4579.6,8832.6
1986,New Mexico,2.9,6.84,3.35,7.91,3.35,7.91,109.6,1055833.333,668803.1667,607073.4167,61729.75,9.233333333,4579.6,8832.6
1986,New York,3.35,7.91,3.35,7.91,3.35,7.91,109.6,13717250,8428002.167,7904763.583,523238.5833,6.216666667,4579.6,8832.6
1986,North Carolina,2.9,6.84,3.35,7.91,3.35,7.91,109.6,4730750,3187555.75,3018540.75,169015,5.308333333,4579.6,8832.6
1986,North Dakota,2.8,6.61,3.35,7.91,3.35,7.91,109.6,486500,331549.5833,313100.1667,18449.41667,5.55,4579.6,8832.6
1986,Ohio,2.3,5.43,3.35,7.91,3.35,7.91,109.6,8102083.333,5222226.25,4787430.75,434795.5,8.316666667,4579.6,8832.6
1986,Oklahoma,3.1,7.32,3.35,7.91,3.35,7.91,109.6,2419416.667,1580973.25,1449530.083,131443.1667,8.316666667,4579.6,8832.6
1986,Oregon,3.1,7.32,3.35,7.91,3.35,7.91,109.6,2055500,1363559.083,1255267.333,108291.75,7.925,4579.6,8832.6
1986,Pennsylvania,3.35,7.91,3.35,7.91,3.35,7.91,109.6,9243500,5623240.833,5230245.083,392995.75,6.983333333,4579.6,8832.6
1986,Rhode Island,2.9,6.84,3.35,7.91,3.35,7.91,109.6,754250,505875.1667,485311.9167,20563.25,4.075,4579.6,8832.6
1986,South Carolina,0,0,3.35,7.91,3.35,7.91,109.6,2455333.333,1592556.75,1491059.667,101497.0833,6.366666667,4579.6,8832.6
1986,South Dakota,2.3,5.43,3.35,7.91,3.35,7.91,109.6,511250,350081.8333,333886.5,16195.33333,4.633333333,4579.6,8832.6
1986,Tennessee,0,0,3.35,7.91,3.35,7.91,109.6,3628750,2293187.5,2111823.417,181364.0833,7.9,4579.6,8832.6
1986,Texas,1.4,3.3,3.35,7.91,3.35,7.91,109.6,11939500,8174323,7457629.083,716693.9167,8.75,4579.6,8832.6
1986,Utah,2.5,5.9,3.35,7.91,3.35,7.91,109.6,1076916.667,751974.4167,705664.1667,46310.25,6.158333333,4579.6,8832.6
1986,Vermont,3.35,7.91,3.35,7.91,3.35,7.91,109.6,407000,288437.1667,275947.25,12489.91667,4.316666667,4579.6,8832.6
1986,Virginia,2.65,6.25,3.35,7.91,3.35,7.91,109.6,4299250,2919031.583,2774441.333,144590.25,4.95,4579.6,8832.6
1986,Washington,2.3,5.43,3.35,7.91,3.35,7.91,109.6,3328416.667,2184886.167,2007716.667,177169.5,8.091666667,4579.6,8832.6
1986,West Virginia,2.75,6.49,3.35,7.91,3.35,7.91,109.6,1455666.667,747076.9167,656984.8333,90092.08333,12.05833333,4579.6,8832.6
1986,Wisconsin,3.25,7.67,3.35,7.91,3.35,7.91,109.6,3591333.333,2432020.75,2267202.917,164817.8333,6.783333333,4579.6,8832.6
1986,Wyoming,1.6,3.78,3.35,7.91,3.35,7.91,109.6,358416.6667,251435.9167,229774.4167,21661.5,8.608333333,4579.6,8832.6
1987,Alabama,0,0,3.35,7.63,3.35,7.63,113.6,3035833.333,1867645.25,1714821.083,152824.1667,8.183333333,4855.2,9137.7
1987,Alaska,3.85,8.77,3.35,7.63,3.85,8.77,113.6,345500,249645.75,224341.6667,25304.08333,10.14166667,4855.2,9137.7
1987,Arizona,0,0,3.35,7.63,3.35,7.63,113.6,2511000,1612495.5,1507579.583,104915.9167,6.508333333,4855.2,9137.7
1987,Arkansas,2.7,6.15,3.35,7.63,3.35,7.63,113.6,1777333.333,1092676.083,1003694.417,88981.66667,8.141666667,4855.2,9137.7
1987,California,3.35,7.63,3.35,7.63,3.35,7.63,113.6,20525166.67,13742484,12941071.33,801412.6667,5.825,4855.2,9137.7
1987,Colorado,1.9,4.33,3.35,7.63,3.35,7.63,113.6,2436750,1703117.833,1574716.083,128401.75,7.541666667,4855.2,9137.7
1987,Connecticut,3.37,7.67,3.35,7.63,3.37,7.67,113.6,2505500,1747542.583,1692592.5,54950.08333,3.133333333,4855.2,9137.7
1987,Delaware,2,4.55,3.35,7.63,3.35,7.63,113.6,490333.3333,333222.75,323106.9167,10115.83333,3.033333333,4855.2,9137.7
1987,District of Columbia,2.5,5.69,3.35,7.63,3.35,7.63,113.6,473916.6667,328527.8333,308001.1667,20526.66667,6.266666667,4855.2,9137.7
1987,Florida,0,0,3.35,7.63,3.35,7.63,113.6,9426000,5860589.417,5543841,316748.4167,5.4,4855.2,9137.7
1987,Georgia,1.25,2.85,3.35,7.63,3.35,7.63,113.6,4553166.667,3057845.25,2887808.917,170036.3333,5.558333333,4855.2,9137.7
1987,Hawaii,3.1,7.06,3.35,7.63,3.35,7.63,113.6,761916.6667,511526.3333,492591.3333,18935,3.7,4855.2,9137.7
1987,Idaho,2.3,5.24,3.35,7.63,3.35,7.63,113.6,711166.6667,472211.25,436124.8333,36086.41667,7.625,4855.2,9137.7
1987,Illinois,2.3,5.24,3.35,7.63,3.35,7.63,113.6,8740916.667,5765749.417,5336023.083,429726.3333,7.466666667,4855.2,9137.7
1987,Indiana,2,4.55,3.35,7.63,3.35,7.63,113.6,4158416.667,2748306.25,2579788.833,168517.4167,6.133333333,4855.2,9137.7
1987,Iowa,0,0,3.35,7.63,3.35,7.63,113.6,2138333.333,1461481.417,1379466.333,82015.08333,5.616666667,4855.2,9137.7
1987,Kansas,1.6,3.64,3.35,7.63,3.35,7.63,113.6,1831583.333,1264684.333,1203906.667,60777.66667,4.816666667,4855.2,9137.7
1987,Kentucky,2.15,4.9,3.35,7.63,3.35,7.63,113.6,2774583.333,1702390.667,1561540.583,140850.0833,8.275,4855.2,9137.7
1987,Louisiana,0,0,3.35,7.63,3.35,7.63,113.6,3196750,1951363.75,1720658.75,230705,11.825,4855.2,9137.7
1987,Maine,3.35,7.63,3.35,7.63,3.35,7.63,113.6,897916.6667,585644.4167,560018.5,25625.91667,4.366666667,4855.2,9137.7
1987,Maryland,3.35,7.63,3.35,7.63,3.35,7.63,113.6,3450000,2407701.917,2303888.417,103813.5,4.308333333,4855.2,9137.7
1987,Massachusetts,3.35,7.63,3.35,7.63,3.35,7.63,113.6,4587416.667,3103447.833,2999004.917,104442.9167,3.341666667,4855.2,9137.7
1987,Michigan,3.35,7.63,3.35,7.63,3.35,7.63,113.6,6931333.333,4506903.167,4128879.25,378023.9167,8.391666667,4855.2,9137.7
1987,Minnesota,3.1,7.06,3.35,7.63,3.35,7.63,113.6,3198333.333,2286148.667,2169960.917,116187.75,5.083333333,4855.2,9137.7
1987,Mississippi,0,0,3.35,7.63,3.35,7.63,113.6,1877166.667,1151241.333,1035411.833,115829.5,10.05,4855.2,9137.7
1987,Missouri,0,0,3.35,7.63,3.35,7.63,113.6,3866583.333,2555882.5,2395837.083,160045.4167,6.25,4855.2,9137.7
1987,Montana,2,4.55,3.35,7.63,3.35,7.63,113.6,597500,401673.4167,371596.4167,30077,7.466666667,4855.2,9137.7
1987,Nebraska,1.6,3.64,3.35,7.63,3.35,7.63,113.6,1182000,812970.5,778674.4167,34296.08333,4.208333333,4855.2,9137.7
1987,Nevada,2.75,6.26,3.35,7.63,3.35,7.63,113.6,764500,556424.5,521918.9167,34505.58333,6.2,4855.2,9137.7
1987,New Hampshire,3.35,7.63,3.35,7.63,3.35,7.63,113.6,803500,580488.0833,567622,12866.08333,2.208333333,4855.2,9137.7
1987,New Jersey,3.35,7.63,3.35,7.63,3.35,7.63,113.6,6002000,3953961.667,3794226.417,159735.25,4.033333333,4855.2,9137.7
1987,New Mexico,2.9,6.6,3.35,7.63,3.35,7.63,113.6,1072916.667,676268.3333,615944.5833,60323.75,8.925,4855.2,9137.7
1987,New York,3.35,7.63,3.35,7.63,3.35,7.63,113.6,13765500,8483933.667,8076649.25,407284.4167,4.791666667,4855.2,9137.7
1987,North Carolina,2.9,6.6,3.35,7.63,3.35,7.63,113.6,4805583.333,3272820.417,3123694.083,149126.3333,4.558333333,4855.2,9137.7
1987,North Dakota,2.8,6.38,3.35,7.63,3.35,7.63,113.6,483583.3333,330906.8333,314551.8333,16355,4.95,4855.2,9137.7
1987,Ohio,2.3,5.24,3.35,7.63,3.35,7.63,113.6,8162916.667,5264757.917,4891125.083,373632.8333,7.108333333,4855.2,9137.7
1987,Oklahoma,3.1,7.06,3.35,7.63,3.35,7.63,113.6,2401333.333,1551716.667,1440585.833,111130.8333,7.158333333,4855.2,9137.7
1987,Oregon,3.1,7.06,3.35,7.63,3.35,7.63,113.6,2084416.667,1394016.333,1308401.167,85615.16667,6.158333333,4855.2,9137.7
1987,Pennsylvania,3.35,7.63,3.35,7.63,3.35,7.63,113.6,9297500,5663239.5,5337171.5,326068,5.75,4855.2,9137.7
1987,Rhode Island,2.9,6.6,3.35,7.63,3.35,7.63,113.6,762250,514212.1667,495189.4167,19022.75,3.7,4855.2,9137.7
1987,South Carolina,0,0,3.35,7.63,3.35,7.63,113.6,2495333.333,1631574.667,1542213.667,89361,5.483333333,4855.2,9137.7
1987,South Dakota,2.3,5.24,3.35,7.63,3.35,7.63,113.6,515083.3333,352715.3333,337536.25,15179.08333,4.3,4855.2,9137.7
1987,Tennessee,0,0,3.35,7.63,3.35,7.63,113.6,3680250,2330070.25,2174276.083,155794.1667,6.691666667,4855.2,9137.7
1987,Texas,1.4,3.19,3.35,7.63,3.35,7.63,113.6,12017083.33,8275364.417,7570807.417,704557,8.508333333,4855.2,9137.7
1987,Utah,2.5,5.69,3.35,7.63,3.35,7.63,113.6,1086750,755883.25,708594.3333,47288.91667,6.266666667,4855.2,9137.7
1987,Vermont,3.35,7.63,3.35,7.63,3.35,7.63,113.6,413250,295015.9167,283954.0833,11061.83333,3.766666667,4855.2,9137.7
1987,Virginia,2.65,6.03,3.35,7.63,3.35,7.63,113.6,4394833.333,3004069,2878548.75,125520.25,4.183333333,4855.2,9137.7
1987,Washington,2.3,5.24,3.35,7.63,3.35,7.63,113.6,3398750,2261016.75,2096300.833,164715.9167,7.3,4855.2,9137.7
1987,West Virginia,2.75,6.26,3.35,7.63,3.35,7.63,113.6,1449750,741707.75,660283.75,81424,10.975,4855.2,9137.7
1987,Wisconsin,3.25,7.4,3.35,7.63,3.35,7.63,113.6,3617666.667,2491086.083,2348784.667,142301.4167,5.716666667,4855.2,9137.7
1987,Wyoming,1.6,3.64,3.35,7.63,3.35,7.63,113.6,349500,242983.75,223451.75,19532,8.033333333,4855.2,9137.7
1988,Alabama,0,0,3.35,7.32,3.35,7.32,118.3,3057500,1874602.667,1738008.25,136594.4167,7.275,5236.4,9519.4
1988,Alaska,3.85,8.42,3.35,7.32,3.85,8.42,118.3,347000,250861.0833,228953.75,21907.33333,8.733333333,5236.4,9519.4
1988,Arizona,0,0,3.35,7.32,3.35,7.32,118.3,2572083.333,1662907.917,1556315.417,106592.5,6.408333333,5236.4,9519.4
1988,Arkansas,3.25,7.11,3.35,7.32,3.35,7.32,118.3,1785000,1108341.583,1023045.917,85295.66667,7.7,5236.4,9519.4
1988,California,3.35,7.32,3.35,7.32,3.35,7.32,118.3,20983083.33,14137240.08,13391541.83,745698.25,5.275,5236.4,9519.4
1988,Colorado,3,6.56,3.35,7.32,3.35,7.32,118.3,2446500,1706087.083,1596600.083,109487,6.416666667,5236.4,9519.4
1988,Connecticut,3.75,8.2,3.35,7.32,3.75,8.2,118.3,2516833.333,1746898.333,1696614.75,50283.58333,2.875,5236.4,9519.4
1988,Delaware,3.35,7.32,3.35,7.32,3.35,7.32,118.3,500500,347487.25,337082,10405.25,2.983333333,5236.4,9519.4
1988,District of Columbia,3.5,7.65,3.35,7.32,3.5,7.65,118.3,465916.6667,328703.5,312177.5,16526,5.025,5236.4,9519.4
1988,Florida,0,0,3.35,7.32,3.35,7.32,118.3,9660583.333,6075003.167,5759109.75,315893.4167,5.191666667,5236.4,9519.4
1988,Georgia,3.25,7.11,3.35,7.32,3.35,7.32,118.3,4634833.333,3148258,2971728.333,176529.6667,5.616666667,5236.4,9519.4
1988,Hawaii,3.85,8.42,3.35,7.32,3.85,8.42,118.3,776166.6667,518471.6667,502517.6667,15954,3.075,5236.4,9519.4
1988,Idaho,2.3,5.03,3.35,7.32,3.35,7.32,118.3,716250,479465.5833,449828.8333,29636.75,6.191666667,5236.4,9519.4
1988,Illinois,3.35,7.32,3.35,7.32,3.35,7.32,118.3,8790250,5838560.917,5445564.25,392996.6667,6.741666667,5236.4,9519.4
1988,Indiana,2,4.37,3.35,7.32,3.35,7.32,118.3,4190833.333,2791441.75,2647239.25,144202.5,5.175,5236.4,9519.4
1988,Iowa,0,0,3.35,7.32,3.35,7.32,118.3,2148583.333,1489261.75,1420026.333,69235.41667,4.641666667,5236.4,9519.4
1988,Kansas,1.6,3.5,3.35,7.32,3.35,7.32,118.3,1845666.667,1275300,1218059.75,57240.25,4.491666667,5236.4,9519.4
1988,Kentucky,3.35,7.32,3.35,7.32,3.35,7.32,118.3,2788666.667,1715116.083,1587440.25,127675.8333,7.45,5236.4,9519.4
1988,Louisiana,0,0,3.35,7.32,3.35,7.32,118.3,3169833.333,1926395.25,1722382,204013.25,10.59166667,5236.4,9519.4
1988,Maine,3.65,7.98,3.35,7.32,3.65,7.98,118.3,914750,598233.5833,576259.6667,21973.91667,3.683333333,5236.4,9519.4
1988,Maryland,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3511166.667,2458507.583,2355523.417,102984.1667,4.175,5236.4,9519.4
1988,Massachusetts,3.65,7.98,3.35,7.32,3.65,7.98,118.3,4611500,3153606,3049646,103960,3.308333333,5236.4,9519.4
1988,Michigan,3.35,7.32,3.35,7.32,3.35,7.32,118.3,6967833.333,4548157.417,4204671.25,343486.1667,7.566666667,5236.4,9519.4
1988,Minnesota,3.55,7.76,3.35,7.32,3.55,7.76,118.3,3240500,2313464.333,2213387.417,100076.9167,4.316666667,5236.4,9519.4
1988,Mississippi,0,0,3.35,7.32,3.35,7.32,118.3,1885666.667,1145050.833,1047257.417,97793.41667,8.55,5236.4,9519.4
1988,Missouri,0,0,3.35,7.32,3.35,7.32,118.3,3897000,2590977.083,2443436.083,147541,5.7,5236.4,9519.4
1988,Montana,3.35,7.32,3.35,7.32,3.35,7.32,118.3,596083.3333,404099,377323.8333,26775.16667,6.633333333,5236.4,9519.4
1988,Nebraska,3.35,7.32,3.35,7.32,3.35,7.32,118.3,1189166.667,816346.4167,788265.1667,28081.25,3.441666667,5236.4,9519.4
1988,Nevada,3.35,7.32,3.35,7.32,3.35,7.32,118.3,800000,580040.9167,549655.25,30385.66667,5.241666667,5236.4,9519.4
1988,New Hampshire,3.55,7.76,3.35,7.32,3.55,7.76,118.3,822583.3333,593601.3333,579526.9167,14074.41667,2.375,5236.4,9519.4
1988,New Jersey,3.35,7.32,3.35,7.32,3.35,7.32,118.3,6031333.333,3971901,3822725.667,149175.3333,3.75,5236.4,9519.4
1988,New Mexico,3.35,7.32,3.35,7.32,3.35,7.32,118.3,1083750,683227,631362,51865,7.591666667,5236.4,9519.4
1988,New York,3.35,7.32,3.35,7.32,3.35,7.32,118.3,13802666.67,8549127.583,8186694,362433.5833,4.233333333,5236.4,9519.4
1988,North Carolina,3.35,7.32,3.35,7.32,3.35,7.32,118.3,4875250,3330502.75,3207293.167,123209.5833,3.7,5236.4,9519.4
1988,North Dakota,2.8,6.12,3.35,7.32,3.35,7.32,118.3,481583.3333,330706,315495,15211,4.6,5236.4,9519.4
1988,Ohio,2.3,5.03,3.35,7.32,3.35,7.32,118.3,8230666.667,5325983.333,5005405.917,320577.4167,6.016666667,5236.4,9519.4
1988,Oklahoma,3.35,7.32,3.35,7.32,3.35,7.32,118.3,2385666.667,1525022.917,1428631.583,96391.33333,6.316666667,5236.4,9519.4
1988,Oregon,3.35,7.32,3.35,7.32,3.35,7.32,118.3,2121916.667,1431318.917,1349435.417,81883.5,5.733333333,5236.4,9519.4
1988,Pennsylvania,3.35,7.32,3.35,7.32,3.35,7.32,118.3,9341750,5761303.083,5465254.75,296048.3333,5.133333333,5236.4,9519.4
1988,Rhode Island,3.65,7.98,3.35,7.32,3.65,7.98,118.3,767416.6667,516750.25,501506.1667,15244.08333,2.941666667,5236.4,9519.4
1988,South Carolina,0,0,3.35,7.32,3.35,7.32,118.3,2533000,1660897.333,1583977.083,76920.25,4.633333333,5236.4,9519.4
1988,South Dakota,2.8,6.12,3.35,7.32,3.35,7.32,118.3,518416.6667,357016.0833,342376.4167,14639.66667,4.091666667,5236.4,9519.4
1988,Tennessee,0,0,3.35,7.32,3.35,7.32,118.3,3720666.667,2334524.25,2199482.417,135041.8333,5.791666667,5236.4,9519.4
1988,Texas,3.35,7.32,3.35,7.32,3.35,7.32,118.3,12076500,8351639.083,7731546.333,620092.75,7.416666667,5236.4,9519.4
1988,Utah,2.5,5.47,3.35,7.32,3.35,7.32,118.3,1096750,759563.8333,721897.6667,37666.16667,4.958333333,5236.4,9519.4
1988,Vermont,3.55,7.76,3.35,7.32,3.55,7.76,118.3,422250,299207.0833,290185.9167,9021.166667,3.008333333,5236.4,9519.4
1988,Virginia,2.65,5.79,3.35,7.32,3.35,7.32,118.3,4480666.667,3083977.083,2963628.917,120348.1667,3.908333333,5236.4,9519.4
1988,Washington,2.3,5.03,3.35,7.32,3.35,7.32,118.3,3477250,2334565.083,2187981.083,146584,6.283333333,5236.4,9519.4
1988,West Virginia,3.35,7.32,3.35,7.32,3.35,7.32,118.3,1440583.333,741071.8333,667386.25,73685.58333,9.941666667,5236.4,9519.4
1988,Wisconsin,3.35,7.32,3.35,7.32,3.35,7.32,118.3,3649000,2549548.917,2437843.833,111705.0833,4.383333333,5236.4,9519.4
1988,Wyoming,1.6,3.5,3.35,7.32,3.35,7.32,118.3,345500,239012.8333,223602.25,15410.58333,6.433333333,5236.4,9519.4
1989,Alabama,0,0,3.35,6.99,3.35,6.99,124,3072833.333,1899193.417,1766146.5,133046.9167,7,5641.6,9869
1989,Alaska,3.85,8.03,3.35,6.99,3.85,8.03,124,350000,258244.1667,239880.25,18363.91667,7.1,5641.6,9869
1989,Arizona,0,0,3.35,6.99,3.35,6.99,124,2618166.667,1711661.5,1622099.667,89561.83333,5.241666667,5641.6,9869
1989,Arkansas,3.25,6.78,3.35,6.99,3.35,6.99,124,1790916.667,1123391.5,1044249.417,79142.08333,7.041666667,5641.6,9869
1989,California,3.35,6.99,3.35,6.99,3.35,6.99,124,21459000,14538980.58,13798654.33,740326.25,5.091666667,5641.6,9869
1989,Colorado,3,6.26,3.35,6.99,3.35,6.99,124,2460416.667,1710991.333,1615407.417,95583.91667,5.583333333,5641.6,9869
1989,Connecticut,3.75,7.82,3.35,6.99,3.75,7.82,124,2515500,1769143.75,1705330.75,63813,3.6,5641.6,9869
1989,Delaware,3.35,6.99,3.35,6.99,3.35,6.99,124,509500,357879.4167,346044.3333,11835.08333,3.308333333,5641.6,9869
1989,District of Columbia,3.5,7.3,3.35,6.99,3.5,7.3,124,453583.3333,317053.5833,301814.1667,15239.41667,4.808333333,5641.6,9869
1989,Florida,0,0,3.35,6.99,3.35,6.99,124,9890833.333,6260689.25,5909969.583,350719.6667,5.608333333,5641.6,9869
1989,Georgia,3.25,6.78,3.35,6.99,3.35,6.99,124,4699833.333,3208893.667,3035865,173028.6667,5.4,5641.6,9869
1989,Hawaii,3.85,8.03,3.35,6.99,3.85,8.03,124,789750,529927.0833,516860,13067.08333,2.475,5641.6,9869
1989,Idaho,2.3,4.8,3.35,6.99,3.35,6.99,124,725666.6667,490634.9167,463772.5833,26862.33333,5.483333333,5641.6,9869
1989,Illinois,3.35,6.99,3.35,6.99,3.35,6.99,124,8832416.667,5993293.5,5630419.75,362873.75,6.066666667,5641.6,9869
1989,Indiana,2,4.17,3.35,6.99,3.35,6.99,124,4216333.333,2851716,2717072.25,134643.75,4.716666667,5641.6,9869
1989,Iowa,0,0,3.35,6.99,3.35,6.99,124,2154000,1502277.833,1437553.917,64723.91667,4.3,5641.6,9869
1989,Kansas,1.6,3.34,3.35,6.99,3.35,6.99,124,1853500,1279599.917,1226457.75,53142.16667,4.15,5641.6,9869
1989,Kentucky,3.35,6.99,3.35,6.99,3.35,6.99,124,2796750,1740010.75,1629376.417,110634.3333,6.341666667,5641.6,9869
1989,Louisiana,0,0,3.35,6.99,3.35,6.99,124,3155666.667,1887770.333,1739279.25,148491.0833,7.858333333,5641.6,9869
1989,Maine,3.65,7.61,3.35,6.99,3.65,7.61,124,927500,612983.9167,588392,24591.91667,4.008333333,5641.6,9869
1989,Maryland,3.35,6.99,3.35,6.99,3.35,6.99,124,3556833.333,2508635.833,2413355.333,95280.5,3.791666667,5641.6,9869
1989,Massachusetts,3.65,7.61,3.35,6.99,3.65,7.61,124,4617916.667,3187007,3052413.917,134593.0833,4.225,5641.6,9869
1989,Michigan,3.35,6.99,3.35,6.99,3.35,6.99,124,6984833.333,4609220.417,4277973.083,331247.3333,7.183333333,5641.6,9869
1989,Minnesota,3.55,7.41,3.35,6.99,3.55,7.41,124,3268416.667,2341474.833,2239580.417,101894.4167,4.35,5641.6,9869
1989,Mississippi,0,0,3.35,6.99,3.35,6.99,124,1893583.333,1163718.583,1071797.5,91921.08333,7.908333333,5641.6,9869
1989,Missouri,0,0,3.35,6.99,3.35,6.99,124,3910500,2627680,2482263.833,145416.1667,5.55,5641.6,9869
1989,Montana,3.35,6.99,3.35,6.99,3.35,6.99,124,596333.3333,407557.5,383326.6667,24230.83333,5.958333333,5641.6,9869
1989,Nebraska,3.35,6.99,3.35,6.99,3.35,6.99,124,1193750,815764.0833,792363.4167,23400.66667,2.858333333,5641.6,9869
1989,Nevada,3.35,6.99,3.35,6.99,3.35,6.99,124,840416.6667,603057.25,574906.25,28151,4.658333333,5641.6,9869
1989,New Hampshire,3.55,7.41,3.35,6.99,3.55,7.41,124,837416.6667,607345.1667,587004.75,20340.41667,3.341666667,5641.6,9869
1989,New Jersey,3.35,6.99,3.35,6.99,3.35,6.99,124,6032500,3995607.917,3833229,162378.9167,4.05,5641.6,9869
1989,New Mexico,3.35,6.99,3.35,6.99,3.35,6.99,124,1095500,694039.5,647208.9167,46830.58333,6.75,5641.6,9869
1989,New York,3.35,6.99,3.35,6.99,3.35,6.99,124,13805166.67,8681789.167,8260007.667,421781.5,4.866666667,5641.6,9869
1989,North Carolina,3.35,6.99,3.35,6.99,3.35,6.99,124,4937750,3392278.417,3270997.333,121281.0833,3.566666667,5641.6,9869
1989,North Dakota,2.8,5.84,3.35,6.99,3.35,6.99,124,477416.6667,329422.0833,315345.5833,14076.5,4.283333333,5641.6,9869
1989,Ohio,2.3,4.8,3.35,6.99,3.35,6.99,124,8261166.667,5407083.333,5104993.75,302089.5833,5.575,5641.6,9869
1989,Oklahoma,3.35,6.99,3.35,6.99,3.35,6.99,124,2386333.333,1524857.167,1437223.583,87633.58333,5.741666667,5641.6,9869
1989,Oregon,3.35,6.99,3.35,6.99,3.35,6.99,124,2159750,1468468.417,1390106.333,78362.08333,5.333333333,5641.6,9869
1989,Pennsylvania,3.35,6.99,3.35,6.99,3.35,6.99,124,9366750,5834411.25,5548945.5,285465.75,4.9,5641.6,9869
1989,Rhode Island,3.65,7.61,3.35,6.99,3.65,7.61,124,769666.6667,518905.25,498706.5,20198.75,3.9,5641.6,9869
1989,South Carolina,0,0,3.35,6.99,3.35,6.99,124,2566000,1693310.917,1615144.5,78166.41667,4.616666667,5641.6,9869
1989,South Dakota,2.8,5.84,3.35,6.99,3.35,6.99,124,519000,360910.5833,346990.0833,13920.5,3.85,5641.6,9869
1989,Tennessee,0,0,3.35,6.99,3.35,6.99,124,3752583.333,2363358.5,2242892.583,120465.9167,5.083333333,5641.6,9869
1989,Texas,3.35,6.99,3.35,6.99,3.35,6.99,124,12216000,8452252,7885072,567180,6.725,5641.6,9869
1989,Utah,2.5,5.21,3.35,6.99,3.35,6.99,124,1109833.333,786998,750777.75,36220.25,4.6,5641.6,9869
1989,Vermont,3.55,7.41,3.35,6.99,3.55,7.41,124,429750,304839.0833,293764.1667,11074.91667,3.625,5641.6,9869
1989,Virginia,2.65,5.53,3.35,6.99,3.35,6.99,124,4545666.667,3143799.083,3021606.333,122192.75,3.891666667,5641.6,9869
1989,Washington,2.3,4.8,3.35,6.99,3.35,6.99,124,3554750,2447462.75,2302922.333,144540.4167,5.916666667,5641.6,9869
1989,West Virginia,3.35,6.99,3.35,6.99,3.35,6.99,124,1431416.667,760515.4167,694152.4167,66363,8.733333333,5641.6,9869
1989,Wisconsin,3.35,6.99,3.35,6.99,3.35,6.99,124,3669500,2594216.583,2482995.667,111220.9167,4.283333333,5641.6,9869
1989,Wyoming,1.6,3.34,3.35,6.99,3.35,6.99,124,344000,238557.1667,224045.1667,14512,6.075,5641.6,9869
1990,Alabama,0,0,3.35,6.63,3.35,6.63,130.7,3072395.167,1910487.25,1780029.667,130457.5833,6.825,5963.1,10055.1
1990,Alaska,3.85,7.62,3.35,6.63,3.85,7.62,130.7,371966.5,270198.5,250559.0833,19639.41667,7.258333333,5963.1,10055.1
1990,Arizona,0,0,3.35,6.63,3.35,6.63,130.7,2777097.75,1784150.667,1690996.5,93154.16667,5.216666667,5963.1,10055.1
1990,Arkansas,3.25,6.43,3.35,6.63,3.35,6.63,130.7,1780612.5,1130272.167,1052744.333,77527.83333,6.875,5963.1,10055.1
1990,California,3.35,6.63,3.35,6.63,3.35,6.63,130.7,22598254,15138580.58,14263632.92,874947.6667,5.791666667,5963.1,10055.1
1990,Colorado,3,5.94,3.35,6.63,3.35,6.63,130.7,2488757.417,1770765.75,1679826.917,90938.83333,5.133333333,5963.1,10055.1
1990,Connecticut,3.75,7.42,3.35,6.63,3.75,7.42,130.7,2573503.667,1816595.083,1726684.417,89910.66667,4.933333333,5963.1,10055.1
1990,Delaware,3.35,6.63,3.35,6.63,3.35,6.63,130.7,512095.3333,360118.6667,344222,15896.66667,4.408333333,5963.1,10055.1
1990,District of Columbia,3.5,6.93,3.35,6.63,3.5,6.93,130.7,485446.1667,331314.0833,311755.3333,19558.75,5.891666667,5963.1,10055.1
1990,Florida,0,0,3.35,6.63,3.35,6.63,130.7,10261028.75,6479629.083,6075277.167,404351.9167,6.233333333,5963.1,10055.1
1990,Georgia,3.25,6.43,3.35,6.63,3.35,6.63,130.7,4873144.5,3289092.417,3112847.167,176245.25,5.35,5963.1,10055.1
1990,Hawaii,3.85,7.62,3.35,6.63,3.85,7.62,130.7,809146.75,550525.0833,536187.6667,14337.41667,2.6,5963.1,10055.1
