year,State,State.Minimum.Wage,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Total Employment in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Real GDP (Biillion),Nominal GDP
1999,Delaware,5.15,8,5.15,8,5.15,8,166.6,589543.0833,400153.75,387036.1667,13117.58333,3.283333333,9631.2,13543.8
1999,District of Columbia,6.15,9.55,5.15,8,6.15,9.55,166.6,456861.8333,305212.8333,285174.9167,20037.91667,6.575,9631.2,13543.8
1999,Florida,0,0,5.15,8,5.15,8,166.6,12281589.17,7704462,7401183.583,303278.4167,3.933333333,9631.2,13543.8
1999,Georgia,3.25,5.05,5.15,8,5.15,8,166.6,5974745.083,4129773.75,3972533.167,157240.5833,3.816666667,9631.2,13543.8
1999,Hawaii,5.25,8.15,5.15,8,5.25,8.15,166.6,899767.8333,603781.9167,572417.8333,31364.08333,5.191666667,9631.2,13543.8
1999,Idaho,5.15,8,5.15,8,5.15,8,166.6,933847.75,654160,621344.8333,32815.16667,5.008333333,9631.2,13543.8
1999,Illinois,5.15,8,5.15,8,5.15,8,166.6,9298417.583,6464407.333,6178996.25,285411.0833,4.408333333,9631.2,13543.8
1999,Indiana,3.35,5.2,5.15,8,5.15,8,166.6,4569132.417,3122541.5,3030463.75,92077.75,2.95,9631.2,13543.8
1999,Iowa,5.15,8,5.15,8,5.15,8,166.6,2224317.5,1593882.75,1551329.167,42553.58333,2.658333333,9631.2,13543.8
1999,Kansas,2.65,4.11,5.15,8,5.15,8,166.6,1989686.167,1406817.167,1357635.5,49181.66667,3.483333333,9631.2,13543.8
1999,Kentucky,4.25,6.6,5.15,8,5.15,8,166.6,3062200,1947423.833,1860024.5,87399.33333,4.491666667,9631.2,13543.8
1999,Louisiana,0,0,5.15,8,5.15,8,166.6,3280604.833,2025961.333,1925176.5,100784.8333,4.975,9631.2,13543.8
1999,Maine,5.15,8,5.15,8,5.15,8,166.6,984264,669180.4167,642407.25,26773.16667,4.008333333,9631.2,13543.8
1999,Maryland,5.15,8,5.15,8,5.15,8,166.6,3954591.667,2770467.917,2674823.083,95644.83333,3.458333333,9631.2,13543.8
1999,Massachusetts,5.25,8.15,5.15,8,5.25,8.15,166.6,4894362.75,3359701.917,3248959.75,110742.1667,3.283333333,9631.2,13543.8
1999,Michigan,5.15,8,5.15,8,5.15,8,166.6,7471039.667,5103008.75,4912075.333,190933.4167,3.741666667,9631.2,13543.8
1999,Minnesota,5.15,8,5.15,8,5.15,8,166.6,3678689.333,2747707.333,2673058.083,74649.25,2.708333333,9631.2,13543.8
1999,Mississippi,0,0,5.15,8,5.15,8,166.6,2084666.5,1283993.333,1218422.583,65570.75,5.108333333,9631.2,13543.8
1999,Missouri,5.15,8,5.15,8,5.15,8,166.6,4201421.333,2947411.25,2852438,94973.25,3.233333333,9631.2,13543.8
1999,Montana,5.15,8,5.15,8,5.15,8,166.6,680887.75,466936,442173.3333,24762.66667,5.308333333,9631.2,13543.8
1999,Nebraska,5.15,8,5.15,8,5.15,8,166.6,1275410,930315.5833,905035.6667,25279.91667,2.716666667,9631.2,13543.8
1999,Nevada,5.15,8,5.15,8,5.15,8,166.6,1469316.083,1023748.917,983032.5,40716.41667,3.966666667,9631.2,13543.8
1999,New Hampshire,5.15,8,5.15,8,5.15,8,166.6,935043.5833,675587.9167,657067.8333,18520.08333,2.75,9631.2,13543.8
1999,New Jersey,5.05,7.84,5.15,8,5.15,8,166.6,6398991.333,4283072.417,4094545.583,188526.8333,4.4,9631.2,13543.8
1999,New Mexico,4.25,6.6,5.15,8,5.15,8,166.6,1330634.333,836561.1667,789574.0833,46987.08333,5.6,9631.2,13543.8
1999,New York,4.25,6.6,5.15,8,5.15,8,166.6,14473177.67,9116534.667,8644328.583,472206.0833,5.183333333,9631.2,13543.8
1999,North Carolina,5.15,8,5.15,8,5.15,8,166.6,6040021.083,4045544.417,3912420.333,133124.0833,3.283333333,9631.2,13543.8
1999,North Dakota,5.15,8,5.15,8,5.15,8,166.6,485658.6667,342793.4167,331970.5,10822.91667,3.141666667,9631.2,13543.8
1999,Ohio,4.25,6.6,5.15,8,5.15,8,166.6,8596747.083,5759169.5,5509837.417,249332.0833,4.325,9631.2,13543.8
1999,Oklahoma,5.15,8,5.15,8,5.15,8,166.6,2561616.417,1655474.083,1597900.833,57573.25,3.466666667,9631.2,13543.8
1999,Oregon,6,9.32,5.15,8,6,9.32,166.6,2613721.917,1787478,1689492.833,97985.16667,5.466666667,9631.2,13543.8
1999,Pennsylvania,5.15,8,5.15,8,5.15,8,166.6,9466513.667,6094373.75,5821865.917,272507.8333,4.491666667,9631.2,13543.8
1999,Rhode Island,5.15,8,5.15,8,5.15,8,166.6,806405.75,539990.9167,517329.5833,22661.33333,4.2,9631.2,13543.8
1999,South Carolina,0,0,5.15,8,5.15,8,166.6,2989560.333,1958586.917,1877426.833,81160.08333,4.141666667,9631.2,13543.8
1999,South Dakota,5.15,8,5.15,8,5.15,8,166.6,556421.3333,403471.6667,392514,10957.66667,2.725,9631.2,13543.8
1999,Tennessee,0,0,5.15,8,5.15,8,166.6,4317552.833,2844169.167,2731484.75,112684.4167,3.958333333,9631.2,13543.8
1999,Texas,3.35,5.2,5.15,8,5.15,8,166.6,14925354.92,10268397,9784383,484014,4.725,9631.2,13543.8
1999,Utah,5.15,8,5.15,8,5.15,8,166.6,1554094.083,1124002.75,1084629.25,39373.5,3.508333333,9631.2,13543.8
1999,Vermont,5.25,8.15,5.15,8,5.25,8.15,166.6,468457,337475.0833,327131,10344.08333,3.075,9631.2,13543.8
1999,Virginia,5.15,8,5.15,8,5.15,8,166.6,5240615.583,3555885.417,3459886.5,95998.91667,2.7,9631.2,13543.8
1999,Washington,4.9,7.61,5.15,8,5.15,8,166.6,4409013.25,3063528.5,2915879.583,147648.9167,4.825,9631.2,13543.8
1999,West Virginia,4.75,7.37,5.15,8,5.15,8,166.6,1432274.583,799311.0833,747732.75,51578.33333,6.45,9631.2,13543.8
1999,Wisconsin,5.15,8,5.15,8,5.15,8,166.6,4047570.083,2958513.333,2867551.75,90961.58333,3.075,9631.2,13543.8
1999,Wyoming,1.6,2.48,5.15,8,5.15,8,166.6,369959.4167,263809.8333,251404.75,12405.08333,4.708333333,9631.2,13543.8
2000,Alabama,0,0,5.15,7.74,5.15,7.74,172.2,3378393.417,2147399.917,2047897.167,99502.75,4.625,10251,14096
2000,Alaska,5.65,8.49,5.15,7.74,5.65,8.49,172.2,436112.4167,319799.5833,299606.3333,20193.25,6.316666667,10251,14096
2000,Arizona,0,0,5.15,7.74,5.15,7.74,172.2,3849205.5,2511190.25,2411189.25,100001,3.983333333,10251,14096
2000,Arkansas,5.15,7.74,5.15,7.74,5.15,7.74,172.2,2026043.583,1260795.417,1208040.167,52755.25,4.175,10251,14096
2000,California,5.75,8.64,5.15,7.74,5.75,8.64,172.2,25116226.08,16838829.42,16012264.83,826564.5833,4.925,10251,14096
2000,Colorado,5.15,7.74,5.15,7.74,5.15,7.74,172.2,3264672.417,2358397.25,2293976.5,64420.75,2.741666667,10251,14096
2000,Connecticut,6.15,9.24,5.15,7.74,6.15,9.24,172.2,2594807.167,1760360.417,1723176.083,37184.33333,2.108333333,10251,14096
2000,Delaware,5.65,8.49,5.15,7.74,5.65,8.49,172.2,597081.5,413057.75,398219,14838.75,3.608333333,10251,14096
2000,District of Columbia,6.15,9.24,5.15,7.74,6.15,9.24,172.2,458026.5,310117.5,292429.5,17688,5.691666667,10251,14096
2000,Florida,0,0,5.15,7.74,5.15,7.74,172.2,12489279.75,7917962.667,7620539.917,297422.75,3.758333333,10251,14096
2000,Georgia,3.25,4.88,5.15,7.74,5.15,7.74,172.2,6094409,4203318.167,4055573.667,147744.5,3.533333333,10251,14096
2000,Hawaii,5.25,7.89,5.15,7.74,5.25,7.89,172.2,900553.5833,605435.8333,579750.0833,25685.75,4.25,10251,14096
2000,Idaho,5.15,7.74,5.15,7.74,5.15,7.74,172.2,951078.8333,661091.3333,630334.5833,30756.75,4.658333333,10251,14096
2000,Illinois,5.15,7.74,5.15,7.74,5.15,7.74,172.2,9346902.333,6494611.167,6205782,288829.1667,4.441666667,10251,14096
2000,Indiana,5.15,7.74,5.15,7.74,5.15,7.74,172.2,4600535.333,3126253.917,3030937,95316.91667,3.05,10251,14096
2000,Iowa,5.15,7.74,5.15,7.74,5.15,7.74,172.2,2233091.083,1594528.167,1551603.833,42924.33333,2.683333333,10251,14096
2000,Kansas,2.65,3.98,5.15,7.74,5.15,7.74,172.2,2001406,1402944,1349898.417,53045.58333,3.775,10251,14096
2000,Kentucky,5.15,7.74,5.15,7.74,5.15,7.74,172.2,3086152.667,1957631.667,1876384.667,81247,4.141666667,10251,14096
2000,Louisiana,0,0,5.15,7.74,5.15,7.74,172.2,3289644.25,2026577.167,1922256.417,104320.75,5.15,10251,14096
2000,Maine,5.15,7.74,5.15,7.74,5.15,7.74,172.2,994236.3333,677436.6667,654913.3333,22523.33333,3.333333333,10251,14096
2000,Maryland,5.15,7.74,5.15,7.74,5.15,7.74,172.2,3994407.583,2801499.833,2702613.25,98886.58333,3.516666667,10251,14096
2000,Massachusetts,6,9.01,5.15,7.74,6,9.01,172.2,4928940.833,3340967.667,3246514.583,94453.08333,2.816666667,10251,14096
2000,Michigan,5.15,7.74,5.15,7.74,5.15,7.74,172.2,7516639,5158466.083,4968259.417,190206.6667,3.691666667,10251,14096
2000,Minnesota,4.9,7.36,5.15,7.74,5.15,7.74,172.2,3730567.25,2799238.083,2714339.083,84899,3.033333333,10251,14096
2000,Mississippi,0,0,5.15,7.74,5.15,7.74,172.2,2096381.167,1309984.75,1240061.583,69923.16667,5.325,10251,14096
2000,Missouri,5.15,7.74,5.15,7.74,5.15,7.74,172.2,4235659.75,2971885.083,2870511.917,101373.1667,3.416666667,10251,14096
2000,Montana,4,6.01,5.15,7.74,5.15,7.74,172.2,686935.75,470102.75,447427.5,22675.25,4.833333333,10251,14096
2000,Nebraska,5.15,7.74,5.15,7.74,5.15,7.74,172.2,1283772.083,938983.3333,912693.75,26289.58333,2.791666667,10251,14096
2000,Nevada,5.15,7.74,5.15,7.74,5.15,7.74,172.2,1522647.5,1070842.083,1026729.25,44112.83333,4.116666667,10251,14096
2000,New Hampshire,5.15,7.74,5.15,7.74,5.15,7.74,172.2,949843.8333,685929.1667,667672.25,18256.91667,2.65,10251,14096
2000,New Jersey,5.15,7.74,5.15,7.74,5.15,7.74,172.2,6440442.333,4287646.333,4131042.833,156603.5,3.65,10251,14096
2000,New Mexico,4.25,6.38,5.15,7.74,5.15,7.74,172.2,1342045,846256.8333,803663.8333,42593,5.025,10251,14096
2000,New York,4.25,6.38,5.15,7.74,5.15,7.74,172.2,14547331.67,9139912.5,8727588.75,412323.75,4.508333333,10251,14096
2000,North Carolina,5.15,7.74,5.15,7.74,5.15,7.74,172.2,6114876,4129132.75,3974078.5,155054.25,3.758333333,10251,14096
2000,North Dakota,5.15,7.74,5.15,7.74,5.15,7.74,172.2,485026.1667,342827.25,332726.5,10100.75,2.925,10251,14096
2000,Ohio,2.8,4.21,5.15,7.74,5.15,7.74,172.2,8623110.167,5782839.833,5545371.417,237468.4167,4.116666667,10251,14096
2000,Oklahoma,2,3,5.15,7.74,5.15,7.74,172.2,2579973.167,1656000.25,1606250.417,49749.83333,2.991666667,10251,14096
2000,Oregon,6.5,9.76,5.15,7.74,6.5,9.76,172.2,2642542.333,1812392,1717996,94396,5.191666667,10251,14096
2000,Pennsylvania,5.15,7.74,5.15,7.74,5.15,7.74,172.2,9486292.083,6106997.75,5849096,257901.75,4.225,10251,14096
2000,Rhode Island,5.65,8.49,5.15,7.74,5.65,8.49,172.2,812627.25,542661.25,520912.5833,21748.66667,4,10251,14096
2000,South Carolina,0,0,5.15,7.74,5.15,7.74,172.2,3027367,1965860.417,1892596.167,73264.25,3.733333333,10251,14096
2000,South Dakota,5.15,7.74,5.15,7.74,5.15,7.74,172.2,561563.6667,408507.1667,398148.4167,10358.75,2.533333333,10251,14096
2000,Tennessee,0,0,5.15,7.74,5.15,7.74,172.2,4358398.833,2849349.333,2738997.833,110351.5,3.866666667,10251,14096
2000,Texas,3.35,5.03,5.15,7.74,5.15,7.74,172.2,15200556.83,10388753.67,9932977.667,455776,4.383333333,10251,14096
2000,Utah,5.15,7.74,5.15,7.74,5.15,7.74,172.2,1583059.167,1142960.667,1104800.25,38160.41667,3.325,10251,14096
2000,Vermont,5.75,8.64,5.15,7.74,5.75,8.64,172.2,473914.5833,334120.8333,324706.5833,9414.25,2.808333333,10251,14096
2000,Virginia,5.15,7.74,5.15,7.74,5.15,7.74,172.2,5304549.417,3607018.5,3524847.333,82171.16667,2.283333333,10251,14096
2000,Washington,6.5,9.76,5.15,7.74,6.5,9.76,172.2,4465691.833,3087355.5,2929590.917,157764.5833,5.091666667,10251,14096
2000,West Virginia,5.15,7.74,5.15,7.74,5.15,7.74,172.2,1430170.167,799165.0833,754546.0833,44619,5.575,10251,14096
2000,Wisconsin,5.15,7.74,5.15,7.74,5.15,7.74,172.2,4086372.5,2986286.25,2885060.333,101225.9167,3.391666667,10251,14096
2000,Wyoming,1.6,2.4,5.15,7.74,5.15,7.74,172.2,372818.25,265724.5833,255751,9973.583333,3.75,10251,14096
2001,Alabama,0,0,5.15,7.52,5.15,7.52,177.1,3392313.25,2126942.5,2016673.75,110268.75,5.183333333,10581.9,14230.7
2001,Alaska,5.65,8.25,5.15,7.52,5.65,8.25,177.1,443270.0833,321621.6667,301400.9167,20220.75,6.283333333,10581.9,14230.7
2001,Arizona,0,0,5.15,7.52,5.15,7.52,177.1,3953194,2592750,2470131.167,122618.8333,4.725,10581.9,14230.7
2001,Arkansas,5.15,7.52,5.15,7.52,5.15,7.52,177.1,2039773.5,1261124.5,1201103,60021.5,4.758333333,10581.9,14230.7
2001,California,6.25,9.13,5.15,7.52,6.25,9.13,177.1,25526367.92,17092874.08,16157987.92,934886.1667,5.466666667,10581.9,14230.7
2001,Colorado,5.15,7.52,5.15,7.52,5.15,7.52,177.1,3345497.417,2395789.5,2304235.083,91554.41667,3.816666667,10581.9,14230.7
2001,Connecticut,6.4,9.35,5.15,7.52,6.4,9.35,177.1,2611577.167,1749203.083,1698723.417,50479.66667,2.875,10581.9,14230.7
2001,Delaware,6.15,8.98,5.15,7.52,6.15,8.98,177.1,604807.1667,421378.0833,406364.5833,15013.5,3.575,10581.9,14230.7
2001,District of Columbia,6.15,8.98,5.15,7.52,6.15,8.98,177.1,460925.6667,311179,291056.6667,20122.33333,6.466666667,10581.9,14230.7
2001,Florida,0,0,5.15,7.52,5.15,7.52,177.1,12730444,8047336.917,7691661.667,355675.25,4.425,10581.9,14230.7
2001,Georgia,3.25,4.75,5.15,7.52,5.15,7.52,177.1,6226566.083,4256623.667,4082878.833,173744.8333,4.091666667,10581.9,14230.7
2001,Hawaii,5.25,7.67,5.15,7.52,5.25,7.67,177.1,907050.5,607292.1667,581284.3333,26007.83333,4.275,10581.9,14230.7
2001,Idaho,5.15,7.52,5.15,7.52,5.15,7.52,177.1,969339.75,678189.3333,643739.9167,34449.41667,5.083333333,10581.9,14230.7
2001,Illinois,5.15,7.52,5.15,7.52,5.15,7.52,177.1,9408240.5,6453112.083,6102427.75,350684.3333,5.433333333,10581.9,14230.7
2001,Indiana,5.15,7.52,5.15,7.52,5.15,7.52,177.1,4630122.5,3143224.167,3010259.75,132964.4167,4.241666667,10581.9,14230.7
2001,Iowa,5.15,7.52,5.15,7.52,5.15,7.52,177.1,2240136.25,1610626.417,1556990,53636.41667,3.325,10581.9,14230.7
2001,Kansas,2.65,3.87,5.15,7.52,5.15,7.52,177.1,2014243.25,1398345.167,1338610.167,59735,4.266666667,10581.9,14230.7
2001,Kentucky,5.15,7.52,5.15,7.52,5.15,7.52,177.1,3106382,1953221.417,1851577.583,101643.8333,5.208333333,10581.9,14230.7
2001,Louisiana,0,0,5.15,7.52,5.15,7.52,177.1,3296431.583,2026342.5,1912999.917,113342.5833,5.6,10581.9,14230.7
2001,Maine,5.15,7.52,5.15,7.52,5.15,7.52,177.1,1004669.833,674865.1667,649548.6667,25316.5,3.75,10581.9,14230.7
2001,Maryland,5.15,7.52,5.15,7.52,5.15,7.52,177.1,4049595.583,2836137,2717226.417,118910.5833,4.208333333,10581.9,14230.7
2001,Massachusetts,6.75,9.86,5.15,7.52,6.75,9.86,177.1,4972559.417,3386427.083,3258080.25,128346.8333,3.783333333,10581.9,14230.7
2001,Michigan,5.15,7.52,5.15,7.52,5.15,7.52,177.1,7573057.167,5136561.917,4871147.833,265414.0833,5.158333333,10581.9,14230.7
2001,Minnesota,4.9,7.16,5.15,7.52,5.15,7.52,177.1,3780198.417,2847680.5,2740281.5,107399,3.775,10581.9,14230.7
2001,Mississippi,0,0,5.15,7.52,5.15,7.52,177.1,2104189.5,1294288.083,1223221.083,71067,5.491666667,10581.9,14230.7
2001,Missouri,5.15,7.52,5.15,7.52,5.15,7.52,177.1,4272690.833,2987197.833,2852849.833,134348,4.491666667,10581.9,14230.7
2001,Montana,4,5.84,5.15,7.52,5.15,7.52,177.1,693174.3333,465269.9167,443841,21428.91667,4.608333333,10581.9,14230.7
2001,Nebraska,5.15,7.52,5.15,7.52,5.15,7.52,177.1,1290958.333,945208.9167,915494.1667,29714.75,3.15,10581.9,14230.7
2001,Nevada,5.15,7.52,5.15,7.52,5.15,7.52,177.1,1579708.583,1113234.25,1055538.75,57695.5,5.191666667,10581.9,14230.7
2001,New Hampshire,5.15,7.52,5.15,7.52,5.15,7.52,177.1,965420.1667,691843.1667,668413.5833,23429.58333,3.391666667,10581.9,14230.7
2001,New Jersey,5.15,7.52,5.15,7.52,5.15,7.52,177.1,6488918.917,4293862.667,4111524,182338.6667,4.233333333,10581.9,14230.7
2001,New Mexico,4.25,6.21,5.15,7.52,5.15,7.52,177.1,1353306.917,854946.75,812534.5,42412.25,4.958333333,10581.9,14230.7
2001,New York,5.15,7.52,5.15,7.52,5.15,7.52,177.1,14642217.67,9125816.083,8679996.833,445819.25,4.875,10581.9,14230.7
2001,North Carolina,5.15,7.52,5.15,7.52,5.15,7.52,177.1,6202733.583,4191412.667,3955868.833,235543.8333,5.625,10581.9,14230.7
2001,North Dakota,5.15,7.52,5.15,7.52,5.15,7.52,177.1,484466.8333,342457.5,332736.75,9720.75,2.833333333,10581.9,14230.7
2001,Ohio,2.8,4.09,5.15,7.52,5.15,7.52,177.1,8667199,5820309.25,5565164.75,255144.5,4.375,10581.9,14230.7
2001,Oklahoma,2,2.92,5.15,7.52,5.15,7.52,177.1,2593586.583,1672117.833,1611396.583,60721.25,3.625,10581.9,14230.7
2001,Oregon,6.5,9.49,5.15,7.52,6.5,9.49,177.1,2679819.833,1815258.083,1699513.5,115744.5833,6.375,10581.9,14230.7
2001,Pennsylvania,5.15,7.52,5.15,7.52,5.15,7.52,177.1,9515842.333,6177826.917,5881537.833,296289.0833,4.808333333,10581.9,14230.7
2001,Rhode Island,6.15,8.98,5.15,7.52,6.15,8.98,177.1,819601.5,541656.5,517544.75,24111.75,4.441666667,10581.9,14230.7
2001,South Carolina,0,0,5.15,7.52,5.15,7.52,177.1,3064190.5,1941372,1838978.667,102393.3333,5.283333333,10581.9,14230.7
2001,South Dakota,5.15,7.52,5.15,7.52,5.15,7.52,177.1,566359.0833,413392.6667,400974.5,12418.16667,3,10581.9,14230.7
2001,Tennessee,0,0,5.15,7.52,5.15,7.52,177.1,4401203.75,2857507.5,2728343.25,129164.25,4.516666667,10581.9,14230.7
2001,Texas,3.35,4.89,5.15,7.52,5.15,7.52,177.1,15494856.92,10536998,10013468.58,523529.4167,4.958333333,10581.9,14230.7
2001,Utah,5.15,7.52,5.15,7.52,5.15,7.52,177.1,1620083.167,1162638.333,1111833.083,50805.25,4.366666667,10581.9,14230.7
2001,Vermont,6.25,9.13,5.15,7.52,6.25,9.13,177.1,478732.4167,338085.3333,326956.9167,11128.41667,3.291666667,10581.9,14230.7
2001,Virginia,5.15,7.52,5.15,7.52,5.15,7.52,177.1,5379277.917,3680397.167,3559213.5,121183.6667,3.283333333,10581.9,14230.7
2001,Washington,6.72,9.81,5.15,7.52,6.72,9.81,177.1,4534285.833,3085255.417,2900254.667,185000.75,6.008333333,10581.9,14230.7
2001,West Virginia,5.15,7.52,5.15,7.52,5.15,7.52,177.1,1426972.917,796553.9167,753538.25,43015.66667,5.391666667,10581.9,14230.7
2001,Wisconsin,5.15,7.52,5.15,7.52,5.15,7.52,177.1,4127721,3017444,2883733.583,133710.4167,4.433333333,10581.9,14230.7
2001,Wyoming,1.6,2.34,5.15,7.52,5.15,7.52,177.1,375042.5,268293.1667,258097.75,10195.41667,3.816666667,10581.9,14230.7
2002,Alabama,0,0,5.15,7.4,5.15,7.4,179.9,3404450.417,2113208.667,1988237.083,124971.5833,5.925,10929.1,14472.7
2002,Alaska,5.65,8.12,5.15,7.4,5.65,8.12,179.9,452064.25,327172.6667,303681.5833,23491.08333,7.166666667,10929.1,14472.7
2002,Arizona,0,0,5.15,7.4,5.15,7.4,179.9,4064603.417,2683524.5,2518280.667,165243.8333,6.141666667,10929.1,14472.7
2002,Arkansas,5.15,7.4,5.15,7.4,5.15,7.4,179.9,2053078.583,1277111.833,1209163.417,67948.41667,5.333333333,10929.1,14472.7
2002,California,6.75,9.71,5.15,7.4,6.75,9.71,179.9,25882405.92,17247296.08,16082531,1164765.083,6.758333333,10929.1,14472.7
2002,Colorado,5.15,7.4,5.15,7.4,5.15,7.4,179.9,3405963.5,2449542.667,2310114.583,139428.0833,5.683333333,10929.1,14472.7
2002,Connecticut,6.7,9.63,5.15,7.4,6.7,9.63,179.9,2632063.083,1776258.25,1698036.417,78221.83333,4.4,10929.1,14472.7
2002,Delaware,6.15,8.84,5.15,7.4,6.15,8.84,179.9,613177,417237.5833,399441.4167,17796.16667,4.266666667,10929.1,14472.7
2002,District of Columbia,6.15,8.84,5.15,7.4,6.15,8.84,179.9,461675.5,308799.9167,287238.5,21561.41667,6.983333333,10929.1,14472.7
2002,Florida,0,0,5.15,7.4,5.15,7.4,179.9,12994202.25,8051471.833,7653031.25,398440.5833,4.958333333,10929.1,14472.7
2002,Georgia,5.15,7.4,5.15,7.4,5.15,7.4,179.9,6350716.25,4342345.917,4112496.417,229849.5,5.308333333,10929.1,14472.7
2002,Hawaii,5.75,8.27,5.15,7.4,5.75,8.27,179.9,914847,602106.8333,577782.3333,24324.5,4.05,10929.1,14472.7
2002,Idaho,5.15,7.4,5.15,7.4,5.15,7.4,179.9,988250.3333,685790.25,647284.0833,38506.16667,5.616666667,10929.1,14472.7
2002,Illinois,5.15,7.4,5.15,7.4,5.15,7.4,179.9,9465460,6342373.25,5926615.083,415758.1667,6.55,10929.1,14472.7
2002,Indiana,5.15,7.4,5.15,7.4,5.15,7.4,179.9,4657189.75,3162310.083,2998596.167,163713.9167,5.191666667,10929.1,14472.7
2002,Iowa,5.15,7.4,5.15,7.4,5.15,7.4,179.9,2246552.833,1628820.167,1563947.917,64872.25,4,10929.1,14472.7
2002,Kansas,2.65,3.81,5.15,7.4,5.15,7.4,179.9,2028297,1419472.75,1347469.333,72003.41667,5.083333333,10929.1,14472.7
2002,Kentucky,5.15,7.4,5.15,7.4,5.15,7.4,179.9,3129416.75,1945028.667,1832434.75,112593.9167,5.791666667,10929.1,14472.7
2002,Louisiana,0,0,5.15,7.4,5.15,7.4,179.9,3309706.917,2014526.667,1893792.75,120733.9167,5.991666667,10929.1,14472.7
2002,Maine,5.75,8.27,5.15,7.4,5.75,8.27,179.9,1015879.25,678708.4167,648417.3333,30291.08333,4.458333333,10929.1,14472.7
2002,Maryland,5.15,7.4,5.15,7.4,5.15,7.4,179.9,4106698.667,2872825.417,2735451.5,137373.9167,4.775,10929.1,14472.7
2002,Massachusetts,6.75,9.71,5.15,7.4,6.75,9.71,179.9,5006050.25,3436281,3257060,179221,5.216666667,10929.1,14472.7
2002,Michigan,5.15,7.4,5.15,7.4,5.15,7.4,179.9,7621514.833,5035814.667,4723716.5,312098.1667,6.191666667,10929.1,14472.7
2002,Minnesota,4.9,7.05,5.15,7.4,5.15,7.4,179.9,3823097.917,2873470.5,2744959,128511.5,4.466666667,10929.1,14472.7
2002,Mississippi,0,0,5.15,7.4,5.15,7.4,179.9,2111954.25,1290895.167,1208021.5,82873.66667,6.425,10929.1,14472.7
2002,Missouri,5.15,7.4,5.15,7.4,5.15,7.4,179.9,4310430.167,2981217.583,2823788.833,157428.75,5.283333333,10929.1,14472.7
2002,Montana,4,5.75,5.15,7.4,5.15,7.4,179.9,700096,466338.5833,445074.1667,21264.41667,4.55,10929.1,14472.7
2002,Nebraska,5.15,7.4,5.15,7.4,5.15,7.4,179.9,1298974.167,953139.5,918054.6667,35084.83333,3.683333333,10929.1,14472.7
2002,Nevada,5.15,7.4,5.15,7.4,5.15,7.4,179.9,1634789.917,1134186.5,1069790.583,64395.91667,5.683333333,10929.1,14472.7
2002,New Hampshire,5.15,7.4,5.15,7.4,5.15,7.4,179.9,980304.4167,700544.75,669067.1667,31477.58333,4.491666667,10929.1,14472.7
2002,New Jersey,5.15,7.4,5.15,7.4,5.15,7.4,179.9,6535943.5,4345566.417,4094865,250701.4167,5.766666667,10929.1,14472.7
2002,New Mexico,4.25,6.11,5.15,7.4,5.15,7.4,179.9,1372720.667,866903.8333,819365.5,47538.33333,5.483333333,10929.1,14472.7
2002,New York,5.15,7.4,5.15,7.4,5.15,7.4,179.9,14735313.42,9295902.75,8719487,576415.75,6.2,10929.1,14472.7
2002,North Carolina,5.15,7.4,5.15,7.4,5.15,7.4,179.9,6286161.25,4208891.75,3917253.333,291638.4167,6.925,10929.1,14472.7
2002,North Dakota,5.15,7.4,5.15,7.4,5.15,7.4,179.9,484700.8333,342491.9167,330888.4167,11603.5,3.375,10929.1,14472.7
2002,Ohio,2.8,4.03,5.15,7.4,5.15,7.4,179.9,8709513.333,5829596.083,5491861.417,337734.6667,5.791666667,10929.1,14472.7
2002,Oklahoma,2,2.88,5.15,7.4,5.15,7.4,179.9,2611230.417,1685810.833,1607799.417,78011.41667,4.625,10929.1,14472.7
2002,Oregon,6.5,9.35,5.15,7.4,6.5,9.35,179.9,2720797.417,1834440.583,1697223.583,137217,7.475,10929.1,14472.7
2002,Pennsylvania,5.15,7.4,5.15,7.4,5.15,7.4,179.9,9559023.75,6213768.25,5869153.833,344614.4167,5.533333333,10929.1,14472.7
2002,Rhode Island,6.15,8.84,5.15,7.4,6.15,8.84,179.9,827928,550394.5833,522335.0833,28059.5,5.108333333,10929.1,14472.7
2002,South Carolina,0,0,5.15,7.4,5.15,7.4,179.9,3098739.167,1954965.417,1829183.917,125781.5,6.433333333,10929.1,14472.7
2002,South Dakota,5.15,7.4,5.15,7.4,5.15,7.4,179.9,571138.4167,416897.3333,403418.3333,13479,3.233333333,10929.1,14472.7
2002,Tennessee,0,0,5.15,7.4,5.15,7.4,179.9,4444870.583,2898823.75,2750374.833,148448.9167,5.125,10929.1,14472.7
2002,Texas,5.15,7.4,5.15,7.4,5.15,7.4,179.9,15780779.75,10743346.67,10061499.83,681846.8333,6.358333333,10929.1,14472.7
2002,Utah,5.15,7.4,5.15,7.4,5.15,7.4,179.9,1655613.083,1179541.167,1112766.25,66774.91667,5.666666667,10929.1,14472.7
2002,Vermont,6.25,8.99,5.15,7.4,6.25,8.99,179.9,483459.9167,343303,330113.8333,13189.16667,3.833333333,10929.1,14472.7
