Year,State,State.Minimum.Wage.2020.Dollars,Federal.Minimum.Wage.2020.Dollars,Effective.Minimum.Wage.2020.Dollars,CPI.Average,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of Labor Force Unemployed in State/Area,total_import,GDP,Real GDP*,Effective Federal Funds Rate,Inflation Rate,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
1997,Nevada,7.66,7.66,7.66,160.5,1354018.0,946126.0833333334,4.375,869703.0,8577.6,12370.3,5.46,2.3916666666666666,1677000,798.7,11.2,59.9,302.4,425.3,5265.8,1310.4,3167.1,788.3
1997,New Hampshire,7.66,7.66,7.66,160.5,908162.8333333334,652767.3333333334,3.3666666666666667,869703.0,8577.6,12370.3,5.46,2.3916666666666666,1173000,113.2,1.4,33.7,23.4,54.8,2526.4,393.2,1997.4,135.8
1997,New Jersey,8.14,7.66,8.14,160.5,6301880.25,4249255.833333333,5.325,869703.0,8577.6,12370.3,5.46,2.3916666666666666,8053000,492.6,4.2,21.5,210.6,256.4,3564.4,756.2,2297.0,511.2
1997,New Mexico,6.85,7.66,7.66,160.5,1299540.5833333333,820901.0833333334,6.433333333333334,869703.0,8577.6,12370.3,5.46,2.3916666666666666,1730000,853.3,7.7,50.4,171.4,623.7,6053.2,1452.4,3883.7,717.2
1997,New York,6.85,7.66,7.66,160.5,14294486.583333334,9027058.666666666,6.3999999999999995,869703.0,8577.6,12370.3,5.46,2.3916666666666666,18137000,688.6,6.0,22.5,309.3,350.8,3222.4,652.3,2130.6,439.4
1997,North Carolina,6.85,7.66,7.66,160.5,5831164.416666667,3962718.0833333335,3.8333333333333335,869703.0,8577.6,12370.3,5.46,2.3916666666666666,7425000,607.0,8.3,31.6,172.6,394.5,4884.5,1346.8,3208.5,329.2
1997,North Dakota,7.66,7.66,7.66,160.5,485764.4166666667,349044.5,2.9499999999999997,869703.0,8577.6,12370.3,5.46,2.3916666666666666,641000,87.2,0.9,24.8,6.4,55.1,2624.2,358.8,2085.3,180.0
1997,Ohio,6.85,7.66,7.66,160.5,8547942.083333334,5718408.166666667,4.625,869703.0,8577.6,12370.3,5.46,2.3916666666666666,11186000,435.4,4.7,40.8,158.7,231.2,4074.7,844.6,2824.1,406.0
1997,Oklahoma,7.66,7.66,7.66,160.5,2509418.8333333335,1608557.8333333333,3.9583333333333335,869703.0,8577.6,12370.3,5.46,2.3916666666666666,3317000,559.5,6.9,45.7,103.9,403.0,4935.1,1206.4,3287.3,441.5
1997,Oregon,8.86,7.66,8.86,160.5,2544480.0,1745715.9166666667,5.55,869703.0,8577.6,12370.3,5.46,2.3916666666666666,3243000,444.4,2.9,40.3,117.5,283.7,5825.3,1033.2,4197.6,594.5
1997,Pennsylvania,7.66,7.66,7.66,160.5,9420956.583333334,6061116.416666667,5.141666666666667,869703.0,8577.6,12370.3,5.46,2.3916666666666666,12020000,442.1,5.9,27.4,156.3,252.6,2989.4,567.5,2054.0,367.8
1997,Rhode Island,8.3,7.66,8.3,160.5,794187.5,531521.6666666666,5.325,869703.0,8577.6,12370.3,5.46,2.3916666666666666,987000,333.5,2.5,36.8,71.6,222.6,3320.9,717.6,2178.2,425.0
1997,South Carolina,0.0,7.66,7.66,160.5,2897839.3333333335,1920583.5833333333,4.5,869703.0,8577.6,12370.3,5.46,2.3916666666666666,3760000,990.3,8.4,48.9,176.2,756.9,5143.7,1232.0,3492.7,419.0
1997,South Dakota,6.85,7.66,7.66,160.5,548956.0,393946.4166666667,2.9416666666666664,869703.0,8577.6,12370.3,5.46,2.3916666666666666,738000,197.4,1.4,48.4,23.3,124.4,3047.6,553.9,2377.4,116.3
1997,Tennessee,0.0,7.66,7.66,160.5,4218937.75,2780897.75,5.266666666666667,869703.0,8577.6,12370.3,5.46,2.3916666666666666,5368000,789.7,9.5,56.9,214.0,509.2,4722.1,1171.7,2921.8,628.6
1997,Texas,5.4,7.66,7.66,160.5,14351589.083333334,9916035.583333334,5.391666666666667,869703.0,8577.6,12370.3,5.46,2.3916666666666666,19439000,602.5,6.8,41.2,157.0,397.5,4878.0,1034.3,3320.4,523.3
1997,Utah,7.66,7.66,7.66,160.5,1491332.0,1070220.4166666667,3.1666666666666665,869703.0,8577.6,12370.3,5.46,2.3916666666666666,2059000,334.0,2.4,47.5,68.4,215.8,5661.4,890.5,4326.9,444.1
1997,Vermont,8.06,7.66,8.06,160.5,458788.75,330091.3333333333,3.9416666666666664,869703.0,8577.6,12370.3,5.46,2.3916666666666666,589000,119.7,1.5,26.5,13.4,78.3,2708.5,613.1,1959.6,135.8
1997,Virginia,7.66,7.66,7.66,160.5,5116552.083333333,3464586.0833333335,3.7,869703.0,8577.6,12370.3,5.46,2.3916666666666666,6734000,345.2,7.2,27.0,124.5,186.5,3530.9,571.4,2679.0,280.5
1997,Washington,7.9,7.66,7.9,160.5,4273176.416666667,2970394.0833333335,4.941666666666666,869703.0,8577.6,12370.3,5.46,2.3916666666666666,5610000,440.7,4.3,51.4,120.0,265.0,5485.6,1106.3,3811.5,567.8
1997,West Virginia,6.85,7.66,7.66,160.5,1436405.3333333333,790853.5833333334,6.983333333333333,869703.0,8577.6,12370.3,5.46,2.3916666666666666,1816000,218.7,4.1,19.5,43.1,151.9,2250.4,586.3,1483.1,181.0
1997,Wisconsin,7.66,7.66,7.66,160.5,3987221.5,2955505.0833333335,3.475,869703.0,8577.6,12370.3,5.46,2.3916666666666666,5170000,270.6,4.0,20.3,100.9,145.5,3407.1,570.7,2533.9,302.5
1997,Wyoming,2.58,7.66,7.66,160.5,365527.3333333333,256185.66666666663,4.783333333333333,869703.0,8577.6,12370.3,5.46,2.3916666666666666,480000,255.2,3.5,28.5,17.7,205.4,3925.6,624.6,3166.3,134.8
1998,Alabama,0.0,8.17,8.17,163.0,3342046.9166666665,2142689.25,4.458333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,4352000,512.1,8.1,33.2,130.9,339.9,4085.0,964.3,2779.0,341.7
1998,Alaska,8.97,8.17,8.97,163.0,426699.5833333333,315362.6666666667,6.325,911896.0,9062.8,12924.9,5.353333333333333,2.275,614000,653.9,6.7,68.6,86.6,492.0,4123.1,667.4,3031.1,424.6
1998,Arizona,0.0,8.17,8.17,163.0,3680505.1666666665,2389885.3333333335,4.2749999999999995,911896.0,9062.8,12924.9,5.353333333333333,2.275,4669000,577.9,8.1,31.1,165.2,373.6,5997.0,1209.5,3922.4,865.1
1998,Arkansas,8.17,8.17,8.17,163.0,1981706.75,1245195.25,5.05,911896.0,9062.8,12924.9,5.353333333333333,2.275,2538000,490.2,7.9,35.2,96.2,350.9,3793.2,928.3,2581.8,283.2
1998,California,8.17,8.17,8.17,163.0,24271631.75,16176232.916666666,5.933333333333334,911896.0,9062.8,12924.9,5.353333333333333,2.275,32667000,703.7,6.6,29.9,210.6,456.6,3639.1,823.5,2217.1,598.5
1998,Colorado,8.17,8.17,8.17,163.0,3111610.6666666665,2305115.8333333335,3.6166666666666663,911896.0,9062.8,12924.9,5.353333333333333,2.275,3971000,377.9,4.6,47.4,81.5,244.4,4109.5,786.5,2917.9,405.1
1998,Connecticut,8.22,8.17,8.22,163.0,2573215.25,1740469.25,3.2416666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,3274000,366.3,4.1,22.2,133.8,206.2,3420.2,665.9,2366.3,388.1
1998,Delaware,8.17,8.17,8.17,163.0,581547.0,396114.75,3.4916666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,744000,762.4,2.8,67.1,194.2,498.3,4600.8,859.5,3313.0,428.2
1998,District of Columbia,9.76,8.17,9.76,163.0,452807.9166666667,293398.1666666667,8.316666666666666,911896.0,9062.8,12924.9,5.353333333333333,2.275,523000,1718.5,49.7,36.3,689.5,943.0,7117.0,1216.3,4657.7,1243.0
1998,Florida,0.0,8.17,8.17,163.0,12056826.583333334,7550561.25,4.45,911896.0,9062.8,12924.9,5.353333333333333,2.275,14916000,938.7,6.5,49.6,242.7,639.9,5947.4,1361.7,3886.8,698.9
1998,Georgia,5.16,8.17,8.17,163.0,5852864.666666667,4048685.3333333335,4.183333333333334,911896.0,9062.8,12924.9,5.353333333333333,2.275,7642000,572.7,8.1,30.4,187.2,347.0,4890.3,990.8,3342.8,556.6
1998,Hawaii,8.33,8.17,8.33,163.0,895693.8333333334,602631.25,5.825,911896.0,9062.8,12924.9,5.353333333333333,2.275,1193000,246.9,2.0,29.5,102.7,112.7,5086.1,936.2,3681.0,468.9
1998,Idaho,8.17,8.17,8.17,163.0,916679.5,651144.1666666666,5.233333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,1229000,282.2,2.9,31.4,21.5,226.4,3432.5,693.1,2553.7,185.7
1998,Illinois,8.17,8.17,8.17,163.0,9230763.916666666,6340232.916666667,4.45,911896.0,9062.8,12924.9,5.353333333333333,2.275,12045000,807.7,8.4,34.0,248.5,516.9,4050.8,811.9,2799.4,439.5
1998,Indiana,5.32,8.17,8.17,163.0,4539240.416666667,3121512.5833333335,3.0083333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,5899000,431.0,7.7,33.1,111.2,279.0,3738.4,789.2,2590.1,359.2
1998,Iowa,8.17,8.17,8.17,163.0,2213630.3333333335,1594119.3333333333,2.841666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,2862000,311.5,1.9,25.4,50.9,233.3,3189.1,673.7,2306.6,208.7
1998,Kansas,4.21,8.17,8.17,163.0,1974711.0833333333,1399378.6666666667,3.675,911896.0,9062.8,12924.9,5.353333333333333,2.275,2629000,417.3,6.6,42.9,87.0,280.9,4454.7,950.3,3245.7,258.7
1998,Kentucky,6.74,8.17,8.17,163.0,3034769.25,1923636.5,4.508333333333334,911896.0,9062.8,12924.9,5.353333333333333,2.275,3936000,328.0,6.0,28.1,88.1,205.7,2787.6,711.3,1828.5,247.8
1998,Louisiana,0.0,8.17,8.17,163.0,3262932.6666666665,2030200.1666666667,5.516666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,4369000,779.5,12.8,36.8,198.0,531.9,5318.8,1172.1,3605.1,541.6
1998,Maine,8.17,8.17,8.17,163.0,975875.3333333334,655515.9166666666,4.458333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,1244000,125.9,2.1,18.1,21.1,84.6,2914.9,666.8,2126.8,121.3
1998,Maryland,8.17,8.17,8.17,163.0,3919445.6666666665,2763437.5833333335,4.241666666666666,911896.0,9062.8,12924.9,5.353333333333333,2.275,5135000,796.6,10.0,33.4,298.7,454.5,4569.1,922.9,3096.8,549.4
1998,Massachusetts,8.33,8.17,8.33,163.0,4854898.666666667,3331785.5833333335,3.375,911896.0,9062.8,12924.9,5.353333333333333,2.275,6147000,621.3,2.0,27.4,96.6,495.2,2814.6,607.3,1777.7,429.5
1998,Michigan,8.17,8.17,8.17,163.0,7433309.25,5020050.666666667,3.975,911896.0,9062.8,12924.9,5.353333333333333,2.275,9817000,620.8,7.3,50.4,155.8,407.3,4062.1,837.8,2630.0,594.3
1998,Minnesota,8.17,8.17,8.17,163.0,3626468.5,2716739.3333333335,2.6750000000000003,911896.0,9062.8,12924.9,5.353333333333333,2.275,4725000,310.2,2.6,49.9,92.5,165.2,3736.3,687.5,2723.6,325.2
1998,Mississippi,0.0,8.17,8.17,163.0,2067693.75,1276244.8333333333,5.241666666666666,911896.0,9062.8,12924.9,5.353333333333333,2.275,2752000,410.7,11.4,37.3,123.3,238.6,3973.3,1144.5,2490.0,338.7
1998,Missouri,8.17,8.17,8.17,163.0,4165026.0,2946422.5,4.033333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,5439000,555.7,7.3,26.9,149.2,372.2,4270.7,872.5,2948.4,449.8
1998,Montana,8.17,8.17,8.17,163.0,676542.5833333334,462540.5833333333,5.608333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,880000,204.2,2.0,26.7,26.4,149.1,4155.0,519.9,3402.3,232.8
1998,Nebraska,8.17,8.17,8.17,163.0,1266318.3333333333,926515.0833333334,2.5083333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,1663000,451.4,3.1,25.1,77.6,345.7,3953.8,634.0,2971.7,348.0
1998,Nevada,8.17,8.17,8.17,163.0,1413958.75,978178.5,4.175,911896.0,9062.8,12924.9,5.353333333333333,2.275,1747000,643.6,9.7,52.1,254.9,326.8,4636.9,1137.6,2711.3,788.0
1998,New Hampshire,8.17,8.17,8.17,163.0,920644.9166666666,661925.75,2.8333333333333335,911896.0,9062.8,12924.9,5.353333333333333,2.275,1185000,107.2,1.5,33.8,21.5,50.4,2312.7,325.1,1863.2,124.4
1998,New Jersey,8.01,8.17,8.17,163.0,6352435.75,4235754.25,4.558333333333334,911896.0,9062.8,12924.9,5.353333333333333,2.275,8115000,440.2,4.0,20.0,186.2,230.0,3213.9,671.1,2109.3,433.6
1998,New Mexico,6.74,8.17,8.17,163.0,1316837.4166666667,834740.9166666666,6.241666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,1737000,961.4,10.9,55.1,163.4,732.0,5757.7,1394.0,3743.9,619.9
1998,New York,6.74,8.17,8.17,163.0,14384123.75,9074726.166666666,5.6000000000000005,911896.0,9062.8,12924.9,5.353333333333333,2.275,18175000,637.8,5.1,21.1,270.3,341.3,2950.7,576.7,1998.9,375.1
1998,North Carolina,8.17,8.17,8.17,163.0,5941176.083333333,3973793.75,3.533333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,7546000,579.4,8.1,30.6,160.8,379.9,4742.8,1324.6,3092.0,326.2
1998,North Dakota,8.17,8.17,8.17,163.0,486378.0,347156.0,2.9499999999999997,911896.0,9062.8,12924.9,5.353333333333333,2.275,638000,89.3,1.1,33.2,10.2,44.8,2591.7,356.4,2058.6,176.6
1998,Ohio,6.74,8.17,8.17,163.0,8573927.916666666,5715057.083333333,4.3500000000000005,911896.0,9062.8,12924.9,5.353333333333333,2.275,11209000,362.5,4.0,40.5,133.5,184.5,3965.0,810.1,2771.1,383.8
1998,Oklahoma,8.17,8.17,8.17,163.0,2535351.0,1635193.9166666667,4.075,911896.0,9062.8,12924.9,5.353333333333333,2.275,3347000,539.4,6.1,45.2,92.0,396.1,4464.5,1143.4,2915.8,405.3
1998,Oregon,9.52,8.17,9.52,163.0,2581476.0,1777922.0,5.641666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,3282000,419.8,3.8,39.8,105.2,271.0,5226.8,927.5,3773.3,526.0
1998,Pennsylvania,8.17,8.17,8.17,163.0,9439610.333333334,6066043.416666667,4.691666666666666,911896.0,9062.8,12924.9,5.353333333333333,2.275,12001000,420.5,5.3,26.9,164.9,223.5,2852.4,531.4,1965.4,355.5
1998,Rhode Island,8.17,8.17,8.17,163.0,800630.0833333334,532198.5,4.541666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,988000,312.1,2.4,35.5,66.7,207.5,3205.7,653.0,2165.1,387.6
1998,South Carolina,0.0,8.17,8.17,163.0,2945825.0,1941152.0833333333,3.6333333333333337,911896.0,9062.8,12924.9,5.353333333333333,2.275,3836000,903.2,8.0,45.7,154.9,694.6,4873.8,1162.7,3295.4,415.7
1998,South Dakota,8.17,8.17,8.17,163.0,551772.0,398060.4166666667,2.841666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,738000,154.3,1.4,35.0,20.2,97.8,2469.8,468.6,1897.8,103.4
1998,Tennessee,0.0,8.17,8.17,163.0,4272661.916666667,2810728.0833333335,4.3500000000000005,911896.0,9062.8,12924.9,5.353333333333333,2.275,5431000,715.0,8.5,45.8,178.0,482.8,4319.4,1075.9,2726.1,517.4
1998,Texas,5.32,8.17,8.17,163.0,14638305.333333334,10116789.25,4.966666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,19760000,564.6,6.8,40.0,145.1,372.6,4547.0,986.3,3071.7,489.1
1998,Utah,8.17,8.17,8.17,163.0,1524879.75,1103735.75,3.5583333333333336,911896.0,9062.8,12924.9,5.353333333333333,2.275,2100000,279.5,2.1,38.4,55.1,183.9,4768.1,694.9,3721.7,351.5
1998,Vermont,8.33,8.17,8.33,163.0,463497.9166666667,334506.0,3.466666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,591000,106.3,2.2,27.6,9.5,67.0,3032.8,671.1,2213.9,147.9
1998,Virginia,8.17,8.17,8.17,163.0,5171500.5,3500610.5,2.775,911896.0,9062.8,12924.9,5.353333333333333,2.275,6791000,325.7,6.2,26.7,105.6,187.2,3334.7,560.9,2503.5,270.3
1998,Washington,7.78,8.17,8.17,163.0,4348344.916666667,3032420.3333333335,4.833333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,5689000,428.5,3.9,48.2,115.6,260.8,5438.9,1062.5,3757.7,618.7
1998,West Virginia,7.54,8.17,8.17,163.0,1434423.3333333333,795322.1666666666,6.683333333333334,911896.0,9062.8,12924.9,5.353333333333333,2.275,1811000,248.6,4.3,18.7,37.3,188.3,2298.6,613.5,1497.9,187.2
1998,Wisconsin,8.17,8.17,8.17,163.0,4014687.5,2967252.3333333335,3.283333333333333,911896.0,9062.8,12924.9,5.353333333333333,2.275,5224000,249.0,3.6,19.9,85.6,139.9,3294.1,569.3,2452.8,272.0
1998,Wyoming,2.54,8.17,8.17,163.0,366951.5,260316.83333333337,4.791666666666667,911896.0,9062.8,12924.9,5.353333333333333,2.275,481000,247.6,4.8,27.7,16.2,199.0,3560.1,560.5,2860.5,139.1
1999,Alabama,0.0,8.0,8.0,166.6,3361671.9166666665,2150126.5,4.7250000000000005,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,4369862,490.2,7.9,34.6,121.2,326.5,3922.3,884.4,2737.3,300.6
1999,Alaska,8.77,8.0,8.77,166.6,432679.4166666667,318256.5,6.408333333333334,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,619500,630.8,8.4,83.5,91.4,447.6,3728.7,611.3,2688.3,429.1
1999,Arizona,0.0,8.0,8.0,166.6,3767577.25,2482587.6666666665,4.458333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,4778332,551.1,8.0,28.9,152.5,361.6,5345.0,1034.3,3510.2,800.4
1999,Arkansas,8.0,8.0,8.0,166.6,2004231.3333333333,1256935.3333333333,4.533333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,2551373,425.2,5.6,27.8,79.3,312.4,3617.0,850.2,2505.6,261.2
1999,California,8.0,8.0,8.0,166.6,24710730.083333332,16446970.583333334,5.266666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,33145121,627.2,6.0,28.2,181.1,411.7,3177.8,675.3,1994.2,508.3
1999,Colorado,8.0,8.0,8.0,166.6,3191590.75,2337767.9166666665,3.016666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,4056133,340.5,4.6,41.4,75.3,219.2,3722.8,665.1,2692.9,364.8
1999,Connecticut,8.04,8.0,8.04,166.6,2582772.1666666665,1744570.0,2.4583333333333335,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,3282031,345.6,3.3,19.9,123.5,198.9,3043.7,588.0,2111.5,344.2
1999,Delaware,8.0,8.0,8.0,166.6,589543.0833333334,400153.75,3.283333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,753538,734.4,3.2,70.2,198.0,463.0,4103.6,696.0,3003.7,403.8
1999,District of Columbia,9.55,8.0,9.55,166.6,456861.8333333333,305212.8333333333,6.575,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,519000,1627.7,46.4,47.8,644.3,889.2,6439.3,976.3,4181.3,1281.7
1999,Florida,0.0,8.0,8.0,166.6,12281589.166666666,7704462.0,3.933333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,15111244,854.0,5.7,46.3,211.6,590.5,5351.5,1200.3,3534.5,616.7
1999,Georgia,5.05,8.0,8.0,166.6,5974745.083333333,4129773.75,3.8166666666666664,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,7788240,533.9,7.5,29.8,166.4,330.3,4614.4,917.1,3182.2,515.1
1999,Hawaii,8.15,8.0,8.15,166.6,899767.8333333334,603781.9166666666,5.191666666666666,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1185497,234.9,3.7,29.9,88.1,113.3,4600.5,794.7,3412.7,393.1
1999,Idaho,8.0,8.0,8.0,166.6,933847.75,654160.0,5.008333333333334,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1251700,244.9,2.0,33.3,17.8,191.8,2905.1,610.4,2143.0,151.6
1999,Illinois,8.0,8.0,8.0,166.6,9298417.583333334,6464407.333333333,4.408333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,12128370,689.5,7.7,35.4,217.4,428.9,3825.2,711.7,2646.3,467.2
1999,Indiana,5.2,8.0,8.0,166.6,4569132.416666667,3122541.5,2.9499999999999997,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,5942901,374.6,6.6,27.0,109.3,231.7,3391.4,714.5,2335.5,341.4
1999,Iowa,8.0,8.0,8.0,166.6,2224317.5,1593882.75,2.6583333333333337,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,2869413,280.0,1.5,27.2,36.6,214.7,2943.6,592.9,2171.7,179.0
1999,Kansas,4.11,8.0,8.0,166.6,1989686.1666666667,1406817.1666666667,3.483333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,2654052,382.8,6.0,40.1,77.1,259.5,4055.8,824.2,3003.8,227.9
1999,Kentucky,6.6,8.0,8.0,166.6,3062200.0,1947423.8333333333,4.491666666666666,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,3960825,308.3,5.1,29.0,78.4,195.8,2645.1,635.7,1785.5,223.9
1999,Louisiana,0.0,8.0,8.0,166.6,3280604.8333333335,2025961.3333333333,4.9750000000000005,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,4372035,732.7,10.7,33.1,173.6,515.2,5014.1,1092.7,3425.2,496.2
1999,Maine,8.0,8.0,8.0,166.6,984264.0,669180.4166666666,4.008333333333334,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1253040,112.0,2.0,19.1,19.4,71.6,2762.7,601.1,2026.4,135.2
1999,Maryland,8.0,8.0,8.0,166.6,3954591.6666666665,2770467.9166666665,3.4583333333333335,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,5171634,743.4,9.0,30.0,263.7,440.8,4176.1,835.9,2848.2,492.0
1999,Massachusetts,8.15,8.0,8.15,166.6,4894362.75,3359701.9166666665,3.283333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,6175169,551.0,2.0,26.9,96.0,426.0,2711.5,533.8,1762.6,415.0
1999,Michigan,8.0,8.0,8.0,166.6,7471039.666666667,5103008.75,3.7416666666666663,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,9863775,574.9,7.0,49.2,143.0,375.7,3750.0,778.0,2396.2,575.8
1999,Minnesota,8.0,8.0,8.0,166.6,3678689.3333333335,2747707.3333333335,2.7083333333333335,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,4775508,274.0,2.8,42.7,82.0,146.5,3323.6,580.2,2465.4,278.0
1999,Mississippi,0.0,8.0,8.0,166.6,2084666.5,1283993.3333333333,5.108333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,2768619,349.3,7.7,41.8,111.6,188.2,3921.1,1051.4,2380.9,488.8
1999,Missouri,8.0,8.0,8.0,166.6,4201421.333333333,2947411.25,3.233333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,5468338,500.2,6.6,26.3,130.7,336.6,4078.2,776.8,2881.1,420.3
1999,Montana,8.0,8.0,8.0,166.6,680887.75,466936.0,5.308333333333334,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,882779,236.8,2.5,33.2,27.1,174.0,3296.7,439.1,2645.4,212.3
1999,Nebraska,8.0,8.0,8.0,166.6,1275410.0,930315.5833333334,2.716666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1666028,430.2,3.6,24.8,75.9,325.9,3678.0,609.7,2741.8,326.5
1999,Nevada,8.0,8.0,8.0,166.6,1469316.0833333333,1023748.9166666666,3.9666666666666663,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1809253,569.9,9.1,52.1,232.6,276.0,4083.1,973.5,2385.9,723.7
1999,New Hampshire,8.0,8.0,8.0,166.6,935043.5833333334,675587.9166666666,2.75,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1201134,96.5,1.5,28.7,21.4,44.9,2185.2,307.9,1764.6,112.7
1999,New Jersey,7.84,8.0,8.0,166.6,6398991.333333333,4283072.416666667,4.3999999999999995,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,8143412,411.9,3.5,17.3,174.9,216.1,2988.1,577.1,1976.8,434.2
1999,New Mexico,6.6,8.0,8.0,166.6,1330634.3333333333,836561.1666666666,5.6000000000000005,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,1739844,834.6,9.8,54.3,148.2,622.3,5128.0,1234.7,3426.3,467.1
1999,New York,6.6,8.0,8.0,166.6,14473177.666666666,9116534.666666666,5.183333333333334,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,18196601,588.8,5.0,19.6,240.8,323.5,2690.6,512.3,1858.1,320.2
1999,North Carolina,8.0,8.0,8.0,166.6,6040021.083333333,4045544.4166666665,3.283333333333333,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,7650789,542.1,7.2,28.2,158.0,348.7,4633.5,1286.9,3012.3,334.3
1999,North Dakota,8.0,8.0,8.0,166.6,485658.6666666667,342793.4166666667,3.141666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,633666,66.9,1.6,22.4,8.8,34.1,2327.4,368.8,1795.1,163.5
1999,Ohio,6.6,8.0,8.0,166.6,8596747.083333334,5759169.5,4.325,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,11256654,316.4,3.5,36.7,128.0,148.2,3680.2,773.1,2558.9,348.2
1999,Oklahoma,8.0,8.0,8.0,166.6,2561616.4166666665,1655474.0833333333,3.466666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,3358044,508.2,6.9,40.9,82.9,377.5,4175.6,1026.5,2787.8,361.3
1999,Oregon,9.32,8.0,9.32,166.6,2613721.9166666665,1787478.0,5.466666666666666,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,3316154,374.9,2.7,36.8,86.2,249.3,4626.9,806.6,3409.1,411.1
1999,Pennsylvania,8.0,8.0,8.0,166.6,9466513.666666666,6094373.75,4.491666666666666,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,11994016,420.5,4.9,27.3,155.7,232.5,2693.2,467.2,1898.9,327.1
1999,Rhode Island,8.0,8.0,8.0,166.6,806405.75,539990.9166666666,4.2,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,990819,286.6,3.6,39.5,79.5,164.0,3296.0,640.0,2249.0,406.9
1999,South Carolina,0.0,8.0,8.0,166.6,2989560.3333333335,1958586.9166666667,4.141666666666667,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,3885736,847.2,6.6,40.8,148.2,651.5,4477.6,1019.9,3086.0,371.7
1999,South Dakota,8.0,8.0,8.0,166.6,556421.3333333334,403471.6666666667,2.725,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,733133,167.4,2.5,45.8,14.0,105.0,2476.9,444.0,1915.5,117.4
1999,Tennessee,0.0,8.0,8.0,166.6,4317552.833333333,2844169.1666666665,3.9583333333333335,1024618.0,9631.2,13543.8,4.97,2.0833333333333335,5483535,695.0,7.1,44.0,156.8,487.0,3999.3,936.7,2602.1,460.6
